id,title,fullTitle,year,releaseState,image,runtimeMins,runtimeStr,plot,contentRating,imDbRating,imDbRatingCount,metacriticRating,genres,genreList,directors,directorList,stars,starList
tt0075860,Close Encounters of the Third Kind,Close Encounters of the Third Kind (1977),1977,14 Dec 1977,https://m.media-amazon.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@._V1_Ratio0.6699_AL_.jpg,138,138 mins,"Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.",PG,7.6,211391,90,"Drama, Sci-Fi","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Sci-Fi', 'value': 'Sci-Fi'}]",Steven Spielberg,"[{'id': 'nm0000229', 'name': 'Steven Spielberg'}]","Richard Dreyfuss, François Truffaut, Teri Garr, Melinda Dillon","[{'id': 'nm0000377', 'name': 'Richard Dreyfuss'}, {'id': 'nm0000076', 'name': 'François Truffaut'}, {'id': 'nm0000414', 'name': 'Teri Garr'}, {'id': 'nm0227039', 'name': 'Melinda Dillon'}]"
tt22085392,Satanic Hispanics,Satanic Hispanics (2022),2022,14 Sep 2023,https://m.media-amazon.com/images/M/MV5BMDI4NDg2MjUtNGJjYi00Zjc3LWJiMWUtOTNiMTU5ZWFkMWNmXkEyXkFqcGdeQXVyOTMzOTMzMTg@._V1_Ratio0.6699_AL_.jpg,105,105 mins,"When police raid a house in El Paso, they find it full of dead Latinos, and only one survivor. Known as ""The Traveler,"" he is taken to the police station for questioning. There, he recounts... See full summary",R,5.7,140,58,Horror,"[{'key': 'Horror', 'value': 'Horror'}]","Alejandro Brugués, Mike Mendez, Demián Rugna, Gigi Saul Guerrero, Eduardo Sánchez","[{'id': 'nm1486025', 'name': 'Alejandro Brugués'}, {'id': 'nm0579079', 'name': 'Mike Mendez'}, {'id': 'nm1899608', 'name': 'Demián Rugna'}, {'id': 'nm4464117', 'name': 'Gigi Saul Guerrero'}, {'id': 'nm0844896', 'name': 'Eduardo Sánchez'}]","Efren Ramirez, Jonah Ray, Hemky Madera, Patricia Velasquez","[{'id': 'nm0708293', 'name': 'Efren Ramirez'}, {'id': 'nm2370462', 'name': 'Jonah Ray'}, {'id': 'nm0534822', 'name': 'Hemky Madera'}, {'id': 'nm0892383', 'name': 'Patricia Velasquez'}]"
tt15428940,Jules (I),Jules (I) (2023),2023,11 Aug 2023,https://m.media-amazon.com/images/M/MV5BOTdjNWY2ODctM2EwMC00MzJlLWFmY2YtOWZlNjU0NDZlODEwXkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_Ratio0.6699_AL_.jpg,87,87 mins,"Milton lives a quiet life of routine in a small western Pennsylvania town, but finds his day upended when a UFO and its extra-terrestrial passenger crash land in his backyard.",PG-13,6.8,2368,57,"Comedy, Drama, Sci-Fi","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Sci-Fi', 'value': 'Sci-Fi'}]",Marc Turtletaub,"[{'id': 'nm1196755', 'name': 'Marc Turtletaub'}]","Ben Kingsley, Harriet Sansom Harris, Jane Curtin, Teddy Cañez","[{'id': 'nm0001426', 'name': 'Ben Kingsley'}, {'id': 'nm0364748', 'name': 'Harriet Sansom Harris'}, {'id': 'nm0004852', 'name': 'Jane Curtin'}, {'id': 'nm1563373', 'name': 'Teddy Cañez'}]"
tt0118884,Contact,Contact (1997),1997,11 Jul 1997,https://m.media-amazon.com/images/M/MV5BYWNkYmFiZjUtYmI3Ni00NzIwLTkxZjktN2ZkMjdhMzlkMDc3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_Ratio0.6699_AL_.jpg,150,150 mins,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.",PG,7.5,286070,62,"Drama, Mystery, Sci-Fi","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Mystery', 'value': 'Mystery'}, {'key': 'Sci-Fi', 'value': 'Sci-Fi'}]",Robert Zemeckis,"[{'id': 'nm0000709', 'name': 'Robert Zemeckis'}]","Jodie Foster, Matthew McConaughey, Tom Skerritt, John Hurt","[{'id': 'nm0000149', 'name': 'Jodie Foster'}, {'id': 'nm0000190', 'name': 'Matthew McConaughey'}, {'id': 'nm0000643', 'name': 'Tom Skerritt'}, {'id': 'nm0000457', 'name': 'John Hurt'}]"
tt0096283,My Neighbor Totoro,My Neighbor Totoro (1988),1988,13 Jul 1990,https://m.media-amazon.com/images/M/MV5BYzJjMTYyMjQtZDI0My00ZjE2LTkyNGYtOTllNGQxNDMyZjE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_Ratio0.7081_AL_.jpg,86,86 mins,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",G,8.1,361413,86,"Animation, Comedy, Family","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}]",Hayao Miyazaki,"[{'id': 'nm0594503', 'name': 'Hayao Miyazaki'}]","Hitoshi Takagi, Noriko Hidaka, Chika Sakamoto, Shigesato Itoi","[{'id': 'nm0847054', 'name': 'Hitoshi Takagi'}, {'id': 'nm0383022', 'name': 'Noriko Hidaka'}, {'id': 'nm0757076', 'name': 'Chika Sakamoto'}, {'id': 'nm0411790', 'name': 'Shigesato Itoi'}]"
tt0090728,Big Trouble in Little China,Big Trouble in Little China (1986),1986,02 Jul 1986,https://m.media-amazon.com/images/M/MV5BNzlhYjEzOGItN2MwNS00ODRiLWE5OTItYThiNmJlMTdmMzgxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_Ratio0.6699_AL_.jpg,99,99 mins,A rough-and-tumble trucker and his side kick face off with an ancient sorcerer in a supernatural battle beneath Chinatown.,PG-13,7.2,149158,53,"Action, Adventure, Comedy","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}]",John Carpenter,"[{'id': 'nm0000118', 'name': 'John Carpenter'}]","Kurt Russell, Kim Cattrall, Dennis Dun, James Hong","[{'id': 'nm0000621', 'name': 'Kurt Russell'}, {'id': 'nm0000326', 'name': 'Kim Cattrall'}, {'id': 'nm0241748', 'name': 'Dennis Dun'}, {'id': 'nm0393222', 'name': 'James Hong'}]"
tt11992424,Saptha Sagaradaache Ello - Side A,Saptha Sagaradaache Ello - Side A (2023),2023,01 Sep 2023,https://m.media-amazon.com/images/M/MV5BM2E2ODFhYjgtN2QzYy00ZjlkLTgzZjgtNDkwODA2YWEwMDc3XkEyXkFqcGdeQXVyMTU0MDA4MDkz._V1_Ratio0.6890_AL_.jpg,142,142 mins,"Manu and Priya hail from a middle-class background and fall in love. When circumstances land Manu in jail, his relationship with Priya is put in jeopardy.",,8.9,2505,,"Drama, Romance","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Romance', 'value': 'Romance'}]",Hemanth M. Rao,"[{'id': 'nm9634132', 'name': 'Hemanth M. Rao'}]","Rakshit Shetty, Rukmini Vasanth, Chaithra J. Achar, Ramesh Indira","[{'id': 'nm5756214', 'name': 'Rakshit Shetty'}, {'id': 'nm9813269', 'name': 'Rukmini Vasanth'}, {'id': 'nm10182951', 'name': 'Chaithra J. Achar'}, {'id': 'nm10713862', 'name': 'Ramesh Indira'}]"
tt14051976,Camp Hideout,Camp Hideout (2023),2023,15 Sep 2023,https://m.media-amazon.com/images/M/MV5BODc0ODBjZWYtMTE3Yy00MmI1LWJlMDMtZDhjNWU5Y2YzMjUwXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_Ratio0.6890_AL_.jpg,100,100 mins,"After a troubled teen steals an important item from two big city goons, he hides in a church summer camp and finds he must protect his new found friends at all cost when the goons track him down.",PG,6.5,57,,"Comedy, Family","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}]",Sean Olson,"[{'id': 'nm1235963', 'name': 'Sean Olson'}]","Corbin Bleu, Ethan Drew, Amanda Leighton, Christopher Lloyd","[{'id': 'nm0088298', 'name': 'Corbin Bleu'}, {'id': 'nm8532770', 'name': 'Ethan Drew'}, {'id': 'nm3112508', 'name': 'Amanda Leighton'}, {'id': 'nm0000502', 'name': 'Christopher Lloyd'}]"
tt14827638,The Retirement Plan,The Retirement Plan (2023),2023,15 Sep 2023,https://m.media-amazon.com/images/M/MV5BYTYyM2NmM2QtZTY4My00NDYxLTgyMTctY2ZhOWRjZjk1NjY5XkEyXkFqcGdeQXVyNTE0NDY2Ng@@._V1_Ratio0.6699_AL_.jpg,103,103 mins,"When Ashley and her young daughter Sarah get caught up in a criminal enterprise that puts their lives at risk, she turns to estranged father Matt, currently living the life of a retired beach bum in the Cayman Islands.",R,5.7,201,,"Action, Comedy, Crime","[{'key': 'Action', 'value': 'Action'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Crime', 'value': 'Crime'}]",Tim Brown,"[{'id': 'nm2303666', 'name': 'Tim Brown'}]","Nicolas Cage, Ashley Greene, Ron Perlman, Jackie Earle Haley","[{'id': 'nm0000115', 'name': 'Nicolas Cage'}, {'id': 'nm2230865', 'name': 'Ashley Greene'}, {'id': 'nm0000579', 'name': 'Ron Perlman'}, {'id': 'nm0355097', 'name': 'Jackie Earle Haley'}]"
tt15891388,Miss Shetty Mr Polishetty,Miss Shetty Mr Polishetty (2023),2023,07 Sep 2023,https://m.media-amazon.com/images/M/MV5BNWE5NGZkOWYtODlkZS00Mzk5LWIzZjgtMjk4NzAxNzFmODA3XkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_Ratio0.6699_AL_.jpg,149,149 mins,"Miss Shetty is a feminist living in London and wants to be single forever. Mr. Polishetty from Hyderabad in Telangana, India, wants to be in a committed relationship. The two appear to be in different stages of life but somehow connect.",Not Rated,8,1136,,"Comedy, Drama, Romance","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Romance', 'value': 'Romance'}]",Mahesh Babu P.,"[{'id': 'nm12799020', 'name': 'Mahesh Babu P.'}]","Keshav Deepak, Abhinav Gomatam, Jayasudha, Koushik Mahata","[{'id': 'nm6642302', 'name': 'Keshav Deepak'}, {'id': 'nm5118890', 'name': 'Abhinav Gomatam'}, {'id': 'nm0419707', 'name': 'Jayasudha'}, {'id': 'nm14602716', 'name': 'Koushik Mahata'}]"
tt8591526,Fremont,Fremont (2023),2023,06 Dec 2023,https://m.media-amazon.com/images/M/MV5BN2NkYTI1MDktMDQ4My00YzIxLWE5NjQtMGFkZjNjYTI4ZDU0XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_Ratio0.6699_AL_.jpg,91,91 mins,"Donya works for a Chinese fortune cookie factory. Formerly a translator for the U.S. military, she struggles to put her life back in order. In a moment of sudden revelation, she decides to send out a special message in a cookie.",,7.2,284,72,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",Babak Jalali,"[{'id': 'nm2171652', 'name': 'Babak Jalali'}]","Anaita Wali Zada, Jeremy Allen White, Gregg Turkington, Hilda Schmelling","[{'id': 'nm14282085', 'name': 'Anaita Wali Zada'}, {'id': 'nm2087739', 'name': 'Jeremy Allen White'}, {'id': 'nm0877203', 'name': 'Gregg Turkington'}, {'id': 'nm4903509', 'name': 'Hilda Schmelling'}]"
tt28076784,No More Bets,No More Bets (2023),2023,08 Aug 2023,https://m.media-amazon.com/images/M/MV5BZTU5ZDNkZmEtM2QxMC00MjYyLWJlNjUtMjkzMDY1NmM2OGMzXkEyXkFqcGdeQXVyNjE4NDQzODY@._V1_Ratio0.6699_AL_.jpg,130,130 mins,"A Chinese programmer and a model who, enticed by the promise of high-paying jobs, find themselves trapped in a foreign country as prisoners of a scam mill and were forced to be part of their online fraud scheme.",,6.6,914,,"Crime, Drama","[{'key': 'Crime', 'value': 'Crime'}, {'key': 'Drama', 'value': 'Drama'}]",Ao Shen,"[{'id': 'nm3937169', 'name': 'Ao Shen'}]","Yixing Zhang, Gina Chen Jin, Mei Yong, Chuan-jun Wang","[{'id': 'nm7344694', 'name': 'Yixing Zhang'}, {'id': 'nm6207728', 'name': 'Gina Chen Jin'}, {'id': 'nm3619308', 'name': 'Mei Yong'}, {'id': 'nm4369372', 'name': 'Chuan-jun Wang'}]"
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Breaking Dawn - Part 1 (2011),2011,18 Nov 2011,https://m.media-amazon.com/images/M/MV5BODgxNDE0OTAzOF5BMl5BanBnXkFtZTcwNzcwODE2Ng@@._V1_Ratio0.6699_AL_.jpg,117,117 mins,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",PG-13,4.9,248946,45,"Adventure, Drama, Fantasy","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Fantasy', 'value': 'Fantasy'}]",Bill Condon,"[{'id': 'nm0174374', 'name': 'Bill Condon'}]","Kristen Stewart, Robert Pattinson, Taylor Lautner, Gil Birmingham","[{'id': 'nm0829576', 'name': 'Kristen Stewart'}, {'id': 'nm1500155', 'name': 'Robert Pattinson'}, {'id': 'nm1210124', 'name': 'Taylor Lautner'}, {'id': 'nm0083655', 'name': 'Gil Birmingham'}]"
tt5822848,The Inventor,The Inventor (2023),2023,15 Sep 2023,https://m.media-amazon.com/images/M/MV5BYzU4ODNhZWEtYTIzYi00YzM3LTg5NDctMDUyNjk3YWJhYTc1XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_Ratio0.6699_AL_.jpg,100,100 mins,"Inventing flying contraptions, war machines and studying cadavers, Leonardo da Vinci tackles the meaning of life itself with the help of French princess Marguerite de Nevarre.",PG,6.6,146,68,"Animation, Adventure, Comedy","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}]","Jim Capobianco, Pierre-Luc Granjon","[{'id': 'nm0135296', 'name': 'Jim Capobianco'}, {'id': 'nm1415699', 'name': 'Pierre-Luc Granjon'}]","Matt Berry, Daisy Ridley, Marion Cotillard, Stephen Fry","[{'id': 'nm1546196', 'name': 'Matt Berry'}, {'id': 'nm5397459', 'name': 'Daisy Ridley'}, {'id': 'nm0182839', 'name': 'Marion Cotillard'}, {'id': 'nm0000410', 'name': 'Stephen Fry'}]"
tt14954534,Cassandro,Cassandro (2023),2023,22 Sep 2023,https://m.media-amazon.com/images/M/MV5BY2RhYWNjZDQtOTI0Ny00OTMzLWIzMTItOTBjZDc2ZjhkOTJiXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6699_AL_.jpg,107,107 mins,"Follows the true story of Cassandro, the ''exotico'' character created by Saúl Armendáriz, gay amateur wrestler from El Paso who rose to international stardom.",R,6.3,298,76,"Biography, Drama, Sport","[{'key': 'Biography', 'value': 'Biography'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Sport', 'value': 'Sport'}]",Roger Ross Williams,"[{'id': 'nm2141317', 'name': 'Roger Ross Williams'}]","Gael García Bernal, Roberta Colindrez, Perla De La Rosa, Joaquín Cosio","[{'id': 'nm0305558', 'name': 'Gael García Bernal'}, {'id': 'nm4295500', 'name': 'Roberta Colindrez'}, {'id': 'nm0478971', 'name': 'Perla De La Rosa'}, {'id': 'nm1370408', 'name': 'Joaquín Cosio'}]"
tt23052532,Mark Antony,Mark Antony (2023),2023,15 Sep 2023,https://m.media-amazon.com/images/M/MV5BYTE3NzM0ZjItMzZhZS00ODIwLWFhM2UtNTA4Mzk3N2YwOGQzXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_Ratio0.6699_AL_.jpg,122,122 mins,"Two gangsters, Mark and Antony acquire a mobile phone that has the ability to time travel.",,7.3,1006,,"Action, Comedy, Drama","[{'key': 'Action', 'value': 'Action'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}]",Adhik Ravichandran,"[{'id': 'nm7587855', 'name': 'Adhik Ravichandran'}]","Vishal, Sunil, S.J. Suryah, Karthi","[{'id': 'nm1953187', 'name': 'Vishal'}, {'id': 'nm1198628', 'name': 'Sunil'}, {'id': 'nm0754184', 'name': 'S.J. Suryah'}, {'id': 'nm1912683', 'name': 'Karthi'}]"
tt13892558,"Our Father, the Devil","Our Father, the Devil (2021)",2021,Jun 2022,https://m.media-amazon.com/images/M/MV5BOWZjZjhkMzctODIyNS00NzM5LTgwYjEtMTY3ZmY0ZjY2YjcyXkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_Ratio0.6794_AL_.jpg,107,107 mins,An African refugee's quiet existence in a sleepy mountain town in the south of France is upended by the arrival of a charismatic Catholic priest whom she recognizes as the warlord who slaughtered her family.,,7.4,154,87,Thriller,"[{'key': 'Thriller', 'value': 'Thriller'}]",Ellie Foumbi,"[{'id': 'nm3203018', 'name': 'Ellie Foumbi'}]","Babetida Sadjo, Souleymane Sy Savane, Jennifer Tchiakpe, Franck Saurel","[{'id': 'nm3447751', 'name': 'Babetida Sadjo'}, {'id': 'nm2766807', 'name': 'Souleymane Sy Savane'}, {'id': 'nm3242630', 'name': 'Jennifer Tchiakpe'}, {'id': 'nm3898544', 'name': 'Franck Saurel'}]"
tt0029870,Angels with Dirty Faces,Angels with Dirty Faces (1938),1938,26 Nov 1938,https://m.media-amazon.com/images/M/MV5BY2JhZmJmOTQtMjg5Ni00N2M4LTlkNDAtOTc0ZGQ2MTJhNDM4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_Ratio0.6699_AL_.jpg,97,97 mins,A priest tries to stop a gangster from corrupting a group of street kids.,Passed,7.9,22668,,"Crime, Drama, Film-Noir","[{'key': 'Crime', 'value': 'Crime'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Film-Noir', 'value': 'Film-Noir'}]",Michael Curtiz,"[{'id': 'nm0002031', 'name': 'Michael Curtiz'}]","James Cagney, Pat O'Brien, Humphrey Bogart, Ann Sheridan","[{'id': 'nm0000010', 'name': 'James Cagney'}, {'id': 'nm0002285', 'name': ""Pat O'Brien""}, {'id': 'nm0000007', 'name': 'Humphrey Bogart'}, {'id': 'nm0792130', 'name': 'Ann Sheridan'}]"
tt13157456,King on Screen,King on Screen (2022),2022,21 Sep 2023,https://m.media-amazon.com/images/M/MV5BOWVlZGNiZjItMDFhMi00MjE4LWJiOTktMzgzNGYyNTI2MmI2XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_Ratio0.6699_AL_.jpg,105,105 mins,"1976, Brian de Palma directs Carrie, the first novel by Stephen King. Since, more than 50 directors adapted the master of horror's books, in more than 80 films and series, making him now, the most adapted author still alive in the world.",,7.2,116,,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",Daphné Baiwir,"[{'id': 'nm1113387', 'name': 'Daphné Baiwir'}]","Mike Flanagan, James Caan, André Øvredal, Frank Darabont","[{'id': 'nm1093039', 'name': 'Mike Flanagan'}, {'id': 'nm0001001', 'name': 'James Caan'}, {'id': 'nm0004217', 'name': 'André Øvredal'}, {'id': 'nm0001104', 'name': 'Frank Darabont'}]"
tt0413893,The Taste of Tea,The Taste of Tea (2004),2004,20 Apr 2005,https://m.media-amazon.com/images/M/MV5BZjI1MjJmNjgtN2Y4YS00ODZmLWExMmQtNDJkYzRmZTE3MzI4XkEyXkFqcGdeQXVyOTAzODAwOQ@@._V1_Ratio0.7081_AL_.jpg,143,143 mins,A spell of time of a rural family's slightly surreal life.,,7.6,6985,77,"Comedy, Fantasy","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Fantasy', 'value': 'Fantasy'}]",Katsuhito Ishii,"[{'id': 'nm0411002', 'name': 'Katsuhito Ishii'}]","Maya Banno, Takahiro Satô, Tadanobu Asano, Satomi Tezuka","[{'id': 'nm1485804', 'name': 'Maya Banno'}, {'id': 'nm1694920', 'name': 'Takahiro Satô'}, {'id': 'nm0038355', 'name': 'Tadanobu Asano'}, {'id': 'nm1176715', 'name': 'Satomi Tezuka'}]"
tt26915668,Buhe Bariyan,Buhe Bariyan (2023),2023,15 Sep 2023,https://m.media-amazon.com/images/M/MV5BMDczNmQyMTktYzRkNC00MjFjLThkNWUtMzdmOWI4NTYwZjYwXkEyXkFqcGdeQXVyMTU3NTkzMTI1._V1_Ratio0.7943_AL_.jpg,129,129 mins,"A group of women fights against patriarchy and societal values. Prem Kaur, a new police officer uncovers dark secrets and becomes a beacon of hope for the womenfolk.",,7.5,14,,,[],Uday Pratap Singh,"[{'id': 'nm1598332', 'name': 'Uday Pratap Singh'}]","Neeru Bajwa, Rubina Bajwa, Gurpreet Bhangu, Jasbir Gill","[{'id': 'nm1263093', 'name': 'Neeru Bajwa'}, {'id': 'nm8743259', 'name': 'Rubina Bajwa'}, {'id': 'nm5679766', 'name': 'Gurpreet Bhangu'}, {'id': 'nm6633447', 'name': 'Jasbir Gill'}]"
tt28437326,Fantasy A Gets a Mattress,Fantasy A Gets a Mattress (2023),2023,30 Apr 2023,https://m.media-amazon.com/images/M/MV5BNGFjNTViMDgtYmM4Ny00OGYxLTkwODktOTRhMTNiMTBlZTllXkEyXkFqcGdeQXVyMTY4ODE3OTIz._V1_Ratio0.6699_AL_.jpg,79,79 mins,"After being kicked out of his group home onto the grim summer streets, Fantasy A, real-life autistic rapper, sets off on an odyssey to achieve fame and find a good mattress in this ensemble comedy filmed entirely on location in Seattle.",,9.3,9,,,[],"David Norman Lewis, Noah Zoltan Sofian","[{'id': 'nm10417988', 'name': 'David Norman Lewis'}, {'id': 'nm10417992', 'name': 'Noah Zoltan Sofian'}]","Fantasy-A, Acacia Porter, Logic Amen, Aaron Billingsly","[{'id': 'nm15112534', 'name': 'Fantasy-A'}, {'id': 'nm15112535', 'name': 'Acacia Porter'}, {'id': 'nm15112537', 'name': 'Logic Amen'}, {'id': 'nm15112536', 'name': 'Aaron Billingsly'}]"
tt17159128,Heart's Motive,Heart's Motive (2023),2023,25 Aug 2023,https://m.media-amazon.com/images/M/MV5BMGYwYzE5ZGItYzQ3NC00ZGYwLWEyOTAtYWNlNWI3NWNkNGY0XkEyXkFqcGdeQXVyMTI5ODA1OTU0._V1_Ratio0.6699_AL_.jpg,0,0 mins,A lawyer who has been banned for exposing the dark side of his law firm comes back and faces new challenges.,,6.2,18,,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",Taige Li,"[{'id': 'nm13318307', 'name': 'Taige Li'}]","Xiaoming Huang, Ni Yan, Tumen, Qingzi Kan","[{'id': 'nm2119781', 'name': 'Xiaoming Huang'}, {'id': 'nm1106713', 'name': 'Ni Yan'}, {'id': 'nm1168163', 'name': 'Tumen'}, {'id': 'nm5129694', 'name': 'Qingzi Kan'}]"
tt5987420,Asteroid Hunters,Asteroid Hunters (2020),2020,08 Oct 2020,https://m.media-amazon.com/images/M/MV5BMTUyOGYxMDEtYzAzMy00ZTFiLTlmZWYtNmRhY2NkM2ZkMzc0XkEyXkFqcGdeQXVyMTc0NDUwMTE@._V1_Ratio0.7943_AL_.jpg,40,40 mins,"Asteroids; where they come from, the risk they pose our planet, and what we can do about the threat of an asteroid impact.",,7.4,82,,"Documentary, Short","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'Short', 'value': 'Short'}]",W.D. Hogan,"[{'id': 'nm1016044', 'name': 'W.D. Hogan'}]","Daisy Ridley, Len J. Phillips, Bernadette Janssen, Jill Maria Robinson","[{'id': 'nm5397459', 'name': 'Daisy Ridley'}, {'id': 'nm6297095', 'name': 'Len J. Phillips'}, {'id': 'nm7088863', 'name': 'Bernadette Janssen'}, {'id': 'nm6023361', 'name': 'Jill Maria Robinson'}]"
tt12303932,Dinosaurs of Antarctica,Dinosaurs of Antarctica (2020),2020,08 Feb 2020,https://m.media-amazon.com/images/M/MV5BYzAyYjI1NTktMDBhOC00ZGE3LTkyMjQtZDVlNDFiNjljOTU4XkEyXkFqcGdeQXVyODg2OTI1MjQ@._V1_Ratio0.6699_AL_.jpg,40,40 mins,"Journey to the south polar landscapes of Antarctica hundreds of millions of years ago. Join Antarctic scientists on a quest to understand the ice continent's profound transformation, and predict the future as humans drive dramatic change.",,7.3,49,,"Documentary, Short","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'Short', 'value': 'Short'}]",David Clark,"[{'id': 'nm0163837', 'name': 'David Clark'}]",,[]
tt14531770,Train Time,Train Time (2022),2022,2022,https://m.media-amazon.com/images/M/MV5BNzE3YjQ0OTQtOGYwNi00OTc2LWI0YjktMTViMTY4ZTVkMjM2XkEyXkFqcGdeQXVyMTIyNjc1NzIz._V1_Ratio0.6699_AL_.jpg,43,43 mins,"An overview of the history, structure, and staff roles of the BNSF Railway, following a specific engine through a circuit of the BNSF's famous routes.",,7.6,10,,"Documentary, Short","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'Short', 'value': 'Short'}]",Stephen Low,"[{'id': 'nm0522844', 'name': 'Stephen Low'}]","Jake Lawrence, Ryan Thornburg","[{'id': 'nm11488195', 'name': 'Jake Lawrence'}, {'id': 'nm14077572', 'name': 'Ryan Thornburg'}]"
tt2174750,Flight of the Butterflies,Flight of the Butterflies (2012),2012,01 Oct 2012,https://m.media-amazon.com/images/M/MV5BOTI3NDA1MTU5MF5BMl5BanBnXkFtZTcwMTg4NjI0OA@@._V1_Ratio0.6699_AL_.jpg,40,40 mins,A film of hundreds of millions of monarchs in their remote overwintering sanctuaries and along their migratory routes from Canada and across the U.S. to Mexico.,Not Rated,7.2,552,,"Documentary, Short, Biography","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'Short', 'value': 'Short'}, {'key': 'Biography', 'value': 'Biography'}]",Mike Slee,"[{'id': 'nm0805690', 'name': 'Mike Slee'}]","Gordon Pinsent, Patricia Phillips, Shaun Benson, Stephen Bogaert","[{'id': 'nm0684521', 'name': 'Gordon Pinsent'}, {'id': 'nm0680691', 'name': 'Patricia Phillips'}, {'id': 'nm0072648', 'name': 'Shaun Benson'}, {'id': 'nm0091505', 'name': 'Stephen Bogaert'}]"
